,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,stage,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count
643,748932637671223296,2016-07-01 17:33:49,Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet https://t.co/BbcABzohKb,13,10,Divine,Doggo,Borzoi,0.742912,True,Wire-Haired Fox Terrier,0.204082,True,English Setter,0.0210323,True,2564,6461
645,748692773788876800,2016-07-01 01:40:41,That is Quizno. This is his beach. He does not tolerate human shenanigans on his beach. 10/10 reclaim ur land doggo https://t.co/vdr7DaRSa7,10,10,His,Doggo,Ox,0.337871,False,Plow,0.269287,False,Oxcart,0.245653,False,1504,4659
663,745433870967832576,2016-06-22 01:50:58,This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around https://t.co/oYbVR4nBsR,10,10,Lenox,Doggo,Barrow,0.999962,False,Basset,1.44895e-05,True,Wok,6.060880000000002e-06,False,2894,7824
667,744995568523612160,2016-06-20 20:49:19,This is Abby. She got her face stuck in a glass. Churlish af. 9/10 rookie move puppo https://t.co/2FPb45NXrK,9,10,Abby,Puppo,Old English Sheepdog,0.4274810000000001,True,Shih-Tzu,0.146336,True,Tibetan Terrier,0.134269,True,716,3277
676,743253157753532416,2016-06-16 01:25:36,"This is Kilo. He cannot reach the snackum. Nifty tongue, but not nifty enough. 10/10 maybe one day puppo https://t.co/gSmp31Zrsx",10,10,Kilo,Puppo,Malamute,0.442612,True,Siberian Husky,0.368137,True,Eskimo Dog,0.177822,True,1366,4624
677,743222593470234624,2016-06-15 23:24:09,This is a very rare Great Alaskan Bush Pupper. Hard to stumble upon without spooking. 12/10 would pet passionately https://t.co/xOBKCdpzaa,12,10,A,Pupper,Kuvasz,0.350629,True,Soft-Coated Wheaten Terrier,0.182782,True,Golden Retriever,0.08766239999999999,True,2164,6792
683,742150209887731712,2016-06-13 00:22:53,This is Edmund. He sends stellar selfies. Cute af. 8/10 would totally snapchat with this pupper https://t.co/PprXoqZuKY,8,10,Edmund,Pupper,Siamese Cat,0.112413,False,French Bulldog,0.07141439999999999,True,Hog,0.0624654,False,1783,5661
684,741743634094141440,2016-06-11 21:27:17,Meet Aqua. She's a sandy pupper. Not sure how she feels about being so sandy. Radical tongue slip. 11/10 petable af https://t.co/rYxJ0UQtbE,11,10,Aqua,Pupper,Labrador Retriever,0.786089,True,Flat-Coated Retriever,0.0486524,True,Chesapeake Bay Retriever,0.0346933,True,3144,8945
687,741067306818797568,2016-06-10 00:39:48,This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,12,10,Just,DoggoPupper,Golden Retriever,0.843799,True,Labrador Retriever,0.0529559,True,Kelpie,0.0357111,True,3520,10342
690,740676976021798912,2016-06-08 22:48:46,"Meet Baloo. He's expecting a fast ground ball, hence the wide stance. Prepared af. 11/10 nothing runs like a pupper https://t.co/sMbMw5Z2XC",11,10,Baloo,Pupper,Wombat,0.462952,False,Norwegian Elkhound,0.275225,True,Siamese Cat,0.0435593,False,7724,19881
696,739606147276148736,2016-06-05 23:53:41,Meet Benji. He just turned 1. Has already given up on a traditional pupper physique. Just inhaled that thing. 9/10 https://t.co/sLUC4th3Zj,9,10,Benji,Pupper,Blenheim Spaniel,0.933755,True,Cocker Spaniel,0.0417194,True,Brittany Spaniel,0.00671256,True,1876,5897
699,738537504001953792,2016-06-03 01:07:16,This is Bayley. She fell asleep trying to escape her evil fence enclosure. 11/10 night night puppo https://t.co/AxSiqAKEKu,11,10,Bayley,Puppo,Chow,0.808737,True,Gibbon,0.028942400000000007,False,Pembroke,0.026497900000000005,True,1759,5575
706,736365877722001409,2016-05-28 01:18:00,This is Rory. He's extremely impatient. 11/10 settle down pupper https://t.co/e3tfXJLi40,11,10,Rory,Pupper,Cup,0.473555,False,Toy Poodle,0.082606,True,Consomme,0.048298,False,1408,4367
710,735256018284875776,2016-05-24 23:47:49,This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo https://t.co/MRYv7nDPyS,8,10,Kellogg,Doggo,Staffordshire Bullterrier,0.523191,True,French Bulldog,0.351104,True,Doormat,0.0280753,False,993,3675
711,735137028879360001,2016-05-24 15:55:00,Meet Buckley. His family &amp; some neighbors came over to watch him perform but he's nervous af. 9/10 u got this pupper https://t.co/5bdCpPlno9,9,10,Buckley,Pupper,Walker Hound,0.413535,True,Beagle,0.233891,True,English Foxhound,0.164943,True,1092,3428
715,733822306246479872,2016-05-21 00:50:46,This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently https://t.co/mVfqRdppTL,10,10,Moose,Floofer,Lhasa,0.457356,True,Shih-Tzu,0.371282,True,Tibetan Terrier,0.048359,True,1141,4015
719,732375214819057664,2016-05-17 01:00:32,This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly https://t.co/aA2GiTGvlE,11,10,Kyle,Doggo,Tennis Ball,0.998673,False,Basset,0.000547053,True,Golden Retriever,0.00035998,True,2838,8832
724,730573383004487680,2016-05-12 01:40:42,This is Rooney. He can't comprehend glass. 10/10 it'll be ok pupper https://t.co/CnUl2uDBBV,10,10,Rooney,Pupper,American Staffordshire Terrier,0.810158,True,Labrador Retriever,0.058204999999999986,True,Weimaraner,0.027929500000000003,True,2435,5407
737,728035342121635841,2016-05-05 01:35:26,This is all I want in my life. 12/10 for super sleepy pupper https://t.co/4RlLA5ObMh,12,10,All,Pupper,Handkerchief,0.30296100000000004,False,Pomeranian,0.248664,True,Shih-Tzu,0.111015,True,1872,4953
738,728015554473250816,2016-05-05 00:16:48,This is Rueben. He has reached ultimate pupper zen state. 11/10 tranquil af https://t.co/Z167HgtnBi,11,10,Rueben,Pupper,Cocker Spaniel,0.384559,True,Golden Retriever,0.091661,True,Sandbar,0.0817989,False,1219,4479
745,725786712245440512,2016-04-28 20:40:11,Say hello to Lillie. She's a Rutabagan Floofem. Poor pupper ate and then passed out. 11/10 relatable af https://t.co/uIdGqug9rw,11,10,Lillie,Pupper,Chow,0.33576100000000003,True,Samoyed,0.167173,True,Kuvasz,0.145715,True,1527,4537
748,724405726123311104,2016-04-25 01:12:38,This is Ashleigh. She's having Coachella withdrawals. Didn't even go tho. 10/10 stay strong pupper https://t.co/nRUaKWnJfH,10,10,Ashleigh,Pupper,Golden Retriever,0.240695,True,Cocker Spaniel,0.202444,True,Feather Boa,0.159348,False,1847,5800
751,724004602748780546,2016-04-23 22:38:43,This is Luther. He saw a ghost. Spooked af. 11/10 hang in there pupper https://t.co/EdKG43VvEl,11,10,Luther,Pupper,Siamese Cat,0.950526,False,Pug,0.0188769,True,Quilt,0.007627600000000002,False,1790,4561
758,721001180231503872,2016-04-15 15:44:11,This is Oliver. Bath time is upon him. His fear of the wetness postpones his ultimate pupper destiny. 11/10 https://t.co/AFzzKqR4tT,11,10,Oliver,Pupper,Samoyed,0.950053,True,Washbasin,0.00632139,False,Tub,0.00624335,False,686,2748
762,720340705894408192,2016-04-13 19:59:42,This is Derek. He just got balled on. Can't even get up. Poor thing. 10/10 hang in there pupper https://t.co/BIRRF3bcWH,10,10,Derek,Pupper,Alp,0.320126,False,Lawn Mower,0.0808077,False,Viaduct,0.065321,False,1098,3131
765,719704490224398336,2016-04-12 01:51:36,This is Clyde. He's making sure you're having a good train ride. 12/10 great pupper https://t.co/y206kWHAj0,12,10,Clyde,Pupper,Home Theater,0.05903260000000001,False,Window Shade,0.038299,False,Bathtub,0.0355282,False,1645,4974
780,717009362452090881,2016-04-04 15:22:08,This is Smokey. He's having some sort of existential crisis. 10/10 hang in there pupper https://t.co/JmgF4dMpw0,10,10,Smokey,Pupper,Siberian Husky,0.506154,True,Eskimo Dog,0.269656,True,Malamute,0.0606585,True,1102,3583
809,711968124745228288,2016-03-21 17:30:03,Meet Winston. He's trapped in a cup of coffee. Poor pupper. 10/10 someone free him https://t.co/2e6cUtKUuc,10,10,Winston,Pupper,Espresso,0.4301350000000001,False,Coffee Mug,0.418483,False,Cup,0.08839119999999999,False,2601,8776
812,711008018775851008,2016-03-19 01:54:56,This is Chuckles. He had a balloon but he accidentally let go of it and it floated away. 11/10 hang in there pupper https://t.co/68iNM7B5gW,11,10,Chuckles,Pupper,French Bulldog,0.731405,True,Boston Bull,0.150672,True,Pug,0.0218109,True,710,3275
849,707315916783140866,2016-03-08 21:23:50,This is Finnegus. He's trapped in a snow globe. Poor pupper. 10/10 would make sure no one shook it https://t.co/BjpOa52jQ4,10,10,Finnegus,Pupper,Bernese Mountain Dog,0.979235,True,Shetland Sheepdog,0.0110368,True,Appenzeller,0.00397111,True,727,2698
862,705975130514706432,2016-03-05 04:36:02,This is Adele. Her tongue flies out of her mouth at random. It's a debilitating illness. 10/10 stay strong pupper https://t.co/cfn81n3FLO,10,10,Adele,Pupper,Staffordshire Bullterrier,0.5877640000000001,True,American Staffordshire Terrier,0.281429,True,Bull Mastiff,0.0947981,True,842,3397
867,705428427625635840,2016-03-03 16:23:38,This is Ambrose. He's an Alfalfa Ballyhoo. Draws pistol fast af. Pretty much runs the frontier. 11/10 lethal pupper https://t.co/ih6epBOxIA,11,10,Ambrose,Pupper,Chihuahua,0.774792,True,Quilt,0.0730794,False,Pembroke,0.0223651,True,1931,4188
872,704859558691414016,2016-03-02 02:43:09,Here is a heartbreaking scene of an incredible pupper being laid to rest. 10/10 RIP pupper https://t.co/81mvJ0rGRu,10,10,A,Pupper,Pug,0.284428,True,Teddy,0.156339,False,Mitten,0.138915,False,612,2462
876,704347321748819968,2016-02-29 16:47:42,This is Ralphson. He's very confused. Wondering why he's sitting on Santa's lap in February. 10/10 stay woke pupper https://t.co/INphk4ltkZ,10,10,Ralphson,Pupper,Teddy,0.23337800000000006,False,Feather Boa,0.0884744,False,Brittany Spaniel,0.0829173,True,393,1729
880,703611486317502464,2016-02-27 16:03:45,Meet Scooter. He's experiencing the pupper equivalent of dropping ur phone in a toilet 10/10 put it in some rice pup https://t.co/JSmX1FIEaW,10,10,Scooter,Pupper,Pembroke,0.756441,True,Basenji,0.126621,True,Cardigan,0.08011669999999999,True,1709,4229
888,702598099714314240,2016-02-24 20:56:55,"This is Sansa. She's gotten too big for her chair. Not so smol anymore. 11/10 once a pupper, always a pupper https://t.co/IpAoztle2s",11,10,Sansa,Pupper,Kelpie,0.219179,True,Badger,0.13358399999999998,False,Siamese Cat,0.07443999999999999,False,3712,11332
895,701545186879471618,2016-02-21 23:13:01,Meet Millie. She's practicing her dive form for Rio. It's nearly perfect. Dedicated af. 10/10 go for gold pupper https://t.co/SDVkc4m96M,10,10,Millie,Pupper,Border Collie,0.280893,True,Cardigan,0.11255,True,Toy Terrier,0.0533172,True,680,2902
897,700864154249383937,2016-02-20 02:06:50,"""Pupper is a present to world. Here is a bow for pupper."" 12/10 precious as hell https://t.co/ItSsE92gCW",12,10,A,Pupper,Kuvasz,0.8058569999999999,True,Great Pyrenees,0.187272,True,Samoyed,0.0034909,True,685,2828
908,699801817392291840,2016-02-17 03:45:29,This is Cooper. He began to tear up when his bone was taken from him. 11/10 stay strong pupper https://t.co/qI8yvqKG02,11,10,Cooper,Pupper,Golden Retriever,0.808978,True,Irish Setter,0.0424281,True,Labrador Retriever,0.0235364,True,1088,3345
937,696877980375769088,2016-02-09 02:07:12,This is Misty. She's in a predicament. Not sure what next move should be. 9/10 stay calm pupper I'm comin https://t.co/XhR7PAgcwF,9,10,Misty,Pupper,Space Heater,0.20687600000000006,False,Spatula,0.12345,False,Vacuum,0.119218,False,802,2689
939,696713835009417216,2016-02-08 15:14:57,This is Trevith. He's a Swiss Mountain Roadwoof. Breeze too powerful. 9/10 stay strong pupper https://t.co/6J8Ibwy1X6,9,10,Trevith,Pupper,Car Mirror,0.379797,False,Chesapeake Bay Retriever,0.321589,True,Vizsla,0.116931,True,757,2613
945,695095422348574720,2016-02-04 04:03:57,This is just a beautiful pupper good shit evolution. 12/10 https://t.co/2L8pI0Z2Ib,12,10,Just,Pupper,Papillon,0.227784,True,Chihuahua,0.218128,True,Border Collie,0.0934574,True,684,2888
946,695074328191332352,2016-02-04 02:40:08,This is Lorenzo. He's educated af. Just graduated college. 11/10 poor pupper can't even comprehend his debt https://t.co/dH3GzcjCtQ,11,10,Lorenzo,Pupper,Shih-Tzu,0.5101060000000001,True,Tibetan Terrier,0.0719809,True,Lhasa,0.069231,True,1239,3116
951,694329668942569472,2016-02-02 01:21:07,Meet Grady. He's very hungry. Too bad no one can find his food bowl. 9/10 poor pupper https://t.co/oToIkYnEGn,9,10,Grady,Pupper,Boxer,0.99006,True,Bull Mastiff,0.00743627,True,Saint Bernard,0.00161729,True,569,2203
956,693590843962331137,2016-01-31 00:25:18,Meet Phil. He's big af. Currently destroying this nice family home. Completely uncalled for. 3/10 not a good pupper https://t.co/fShNNhBWYx,3,10,Phil,Pupper,Dining Table,0.383448,False,Grey Fox,0.103191,False,Siamese Cat,0.0982558,False,2233,5565
961,693095443459342336,2016-01-29 15:36:45,This is Milo. He doesn't understand your fancy human gestures. Will lick instead. 10/10 can't faze this pupper https://t.co/OhodPIDOpW,10,10,Milo,Pupper,Ice Lolly,0.660099,False,Neck Brace,0.039562900000000005,False,Yorkshire Terrier,0.033487800000000005,True,523,2056
962,692905862751522816,2016-01-29 03:03:25,This is Wally. He's being abducted by aliens. 10/10 poor pupper https://t.co/EiF659Bgjn,10,10,Wally,Pupper,Mexican Hairless,0.162638,True,Doberman,0.15628699999999998,True,Rhodesian Ridgeback,0.0814778,True,998,2683
967,692417313023332352,2016-01-27 18:42:06,Meet Herschel. He's slightly bigger than ur average pupper. Looks lonely. Could probably ride 7/10 would totally pet https://t.co/VGaIMktX10,7,10,Herschel,Pupper,Bison,0.208922,False,Mink,0.169945,False,Polecat,0.144494,False,3917,10275
988,689905486972461056,2016-01-20 20:21:00,"Say hello to Gizmo. He's quite the pupper. Confused by bed, but agile af. Can barely catch on camera. 11/10 so quick https://t.co/IE4ZblyZRY",11,10,Gizmo,Pupper,Pomeranian,0.943331,True,Shetland Sheepdog,0.0236751,True,Chow,0.00716495,True,787,2651
993,689623661272240129,2016-01-20 01:41:08,This is Lucy. She's terrified of the stuffed billed dog. 10/10 stay strong pupper https://t.co/QnvSjjyh7n,10,10,Lucy,Pupper,Toy Poodle,0.279604,True,Mashed Potato,0.208564,False,Labrador Retriever,0.07748089999999999,True,748,2467
998,689143371370250240,2016-01-18 17:52:38,Meet Trip. He likes wearing costumes that aren't consistent with the season to screw with people 10/10 tricky pupper https://t.co/40w7TI5Axv,10,10,Trip,Pupper,English Springer,0.303781,True,Papillon,0.165132,True,Welsh Springer Spaniel,0.149051,True,579,2232
1000,688894073864884227,2016-01-18 01:22:00,This is Hamrick. He's covered in corn flakes. Silly pupper. Looks congested. 7/10 considerably petable https://t.co/ROPZcAMQKI,7,10,Hamrick,Pupper,Hog,0.669996,False,Guinea Pig,0.077347,False,Hamster,0.0623982,False,792,2462
1006,688179443353796608,2016-01-16 02:02:19,This is Lizzie. She's about to fist bump the large ridable maned pupper. She's very excited. 10/10 for both dogs https://t.co/mFhvtX36om,10,10,Lizzie,Pupper,Sorrel,0.81152,False,Horse Cart,0.0248201,False,Arabian Camel,0.0151553,False,669,2328
1010,687704180304273409,2016-01-14 18:33:48,Say hello to Blakely. He thinks that's a hat. Silly pupper. That's a nanner. 9/10 https://t.co/UwOV1jqKRt,9,10,Blakely,Pupper,Miniature Pinscher,0.956063,True,Toy Terrier,0.0122306,True,Chihuahua,0.00539748,True,950,2660
1013,687476254459715584,2016-01-14 03:28:06,This is Curtis. He's a fluffball. 11/10 would snug this pupper https://t.co/1DzInODwrj,11,10,Curtis,Pupper,Wood Rabbit,0.702725,False,Angora,0.190659,False,Hare,0.105072,False,619,2187
1020,686683045143953408,2016-01-11 22:56:10,This is Mona. She's a Yarborough Splishnsplash. Lost body during Nam. 11/10 revolutionary pupper https://t.co/pgD6h0yhgz,11,10,Mona,Pupper,Norwich Terrier,0.100499,True,Cocker Spaniel,0.0806711,True,Golden Retriever,0.0794062,True,912,3072
1021,686618349602762752,2016-01-11 18:39:05,This is Olivia. She just saw an adult wearing crocs. 11/10 poor pupper. No one should witness such a thing https://t.co/yJVTi1DjJc,11,10,Olivia,Pupper,Rottweiler,0.441331,True,Miniature Pinscher,0.23318000000000005,True,Gordon Setter,0.093582,True,1544,4042
1024,686377065986265092,2016-01-11 02:40:19,Meet Birf. He thinks he's gone blind. 10/10 very frightened pupper https://t.co/oDkspjNWYX,10,10,Birf,Pupper,German Shepherd,0.830816,True,Leonberg,0.0763252,True,Bloodhound,0.0374486,True,637,2433
1028,685943807276412928,2016-01-09 21:58:42,This is the newly formed pupper a capella group. They're just starting out but I see tons of potential. 8/10 for all https://t.co/wbAcvFoNtn,8,10,The,Pupper,Papillon,0.200812,True,Toy Terrier,0.114512,True,Cardigan,0.0945196,True,696,1801
1030,685667379192414208,2016-01-09 03:40:16,This is Marty. He has no idea what happened here. Never seen this stuff in his life. 9/10 very suspicious pupper https://t.co/u427woxFpJ,9,10,Marty,Pupper,Sliding Door,0.344526,False,Doormat,0.190027,False,Washbasin,0.0463264,False,666,2579
1032,685641971164143616,2016-01-09 01:59:19,This is Otis. He just passed a cop while going 61 in a 45. Very nervous pupper. 7/10 https://t.co/jJS8qQeuNO,7,10,Otis,Pupper,Lakeland Terrier,0.253839,True,Airedale,0.213349,True,Three-Toed Sloth,0.0838341,False,885,3218
1034,685307451701334016,2016-01-08 03:50:03,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF,11,10,Petrick,Floofer,Pomeranian,0.963176,True,Shetland Sheepdog,0.0194683,True,Keeshond,0.00860493,True,496,2262
1035,685268753634967552,2016-01-08 01:16:17,This is Hubertson. He's a Carmel Haberdashery. Enjoys long summer days on his boat. Very peaceful pupper. 10/10 https://t.co/vzCl35fKlZ,10,10,Hubertson,Pupper,Pug,0.999044,True,Norwegian Elkhound,0.000546586,True,Bull Mastiff,0.000235195,True,1371,3419
1037,685169283572338688,2016-01-07 18:41:01,Meet Gerbald. He just found out he's adopted. Poor pupper. Snazzy tongue tho. 11/10 would hold close in time of need https://t.co/UfGkB9Wrud,11,10,Gerbald,Pupper,Bernese Mountain Dog,0.975096,True,Appenzeller,0.0145781,True,Entlebucher,0.00594348,True,1620,4489
1056,683481228088049664,2016-01-03 02:53:17,Meet Banjo. He's a Peppercorn Shoop Da Whoop. Nails look lethal. Skeptical of luminescent orb 11/10 stay woke pupper https://t.co/H7NZFumpKq,11,10,Banjo,Pupper,Keeshond,0.508951,True,Chow,0.442016,True,German Shepherd,0.013206,True,1118,2878
1058,683142553609318400,2016-01-02 04:27:31,Meet Brandy. She's a member of the Bloods. Menacing criminal pupper. Soft spot for flowers tho. 9/10 pet w caution https://t.co/hhIA3coiAJ,9,10,Brandy,Pupper,Leonberg,0.605851,True,Chow,0.18347,True,German Shepherd,0.0796619,True,1173,3162
1059,683111407806746624,2016-01-02 02:23:45,This is Larry. He thought the New Year's parties were tonight. 10/10 poor pupper. Maybe next year https://t.co/h3X0jK8MVM,10,10,Larry,Pupper,Cocker Spaniel,0.901392,True,Soft-Coated Wheaten Terrier,0.0286048,True,Miniature Schnauzer,0.0178054,True,1034,3736
1064,682406705142087680,2015-12-31 03:43:31,This is Patrick. He's a bigass pupper. 7/10 https://t.co/J9DXBFoAQe,7,10,Patrick,Pupper,Wombat,0.709344,False,Koala,0.169758,False,Beaver,0.0794334,False,2019,8319
1073,681891461017812993,2015-12-29 17:36:07,Say hello to Charlie. He's scholarly af. Quite intimidating with all his pupper knowledge 10/10 even built that fire https://t.co/9KThv6z8u5,10,10,Charlie,Pupper,Chihuahua,0.20357,True,Doormat,0.13431600000000002,False,Toy Terrier,0.0844823,True,951,2706
1074,681694085539872773,2015-12-29 04:31:49,This is Bo. He's a Benedoop Cumbersnatch. Seems frustrated with own feet. Portable as hell. 11/10 very solid pupper https://t.co/TONMhRoQh7,11,10,Bo,Pupper,Toy Poodle,0.920992,True,Miniature Poodle,0.0608572,True,Maltese Dog,0.00606372,True,4581,14010
1075,681654059175129088,2015-12-29 01:52:46,This is Toffee. He's a happy pupper. Appears dangerously fluffy. Extraordinarily spherical. 12/10 would pet firmly https://t.co/oEXEKt3MHu,12,10,Toffee,Pupper,Pomeranian,0.800538,True,Chow,0.146892,True,Pekinese,0.0376125,True,1045,2903
1091,680836378243002368,2015-12-26 19:43:36,This is Ellie. She's secretly ferocious. 12/10 very deadly pupper https://t.co/BF4BW8LUgb,12,10,Ellie,Pupper,Pembroke,0.427781,True,Shetland Sheepdog,0.160669,True,Pomeranian,0.11125,True,1513,3766
1096,680473011644985345,2015-12-25 19:39:43,"This is Hector. He thinks he's a hammer. Silly Hector. You're a pupper, not a hammer. 10/10 https://t.co/OdUFuZIXiI",10,10,Hector,Pupper,Lakeland Terrier,0.796694,True,West Highland White Terrier,0.138709,True,Norwich Terrier,0.016253399999999998,True,844,2778
1100,680145970311643136,2015-12-24 22:00:10,Say hello to Kawhi. He was doing fine until his hat fell off. He got it back though. 10/10 deep breaths pupper https://t.co/N5pM6WBx7e,10,10,Kawhi,Pupper,Miniature Poodle,0.457117,True,Toy Poodle,0.226481,True,Maltese Dog,0.0676815,True,1972,3955
1109,679777920601223168,2015-12-23 21:37:40,This is Rinna. She's melting. 10/10 get inside pupper https://t.co/PA0czwucsb,10,10,Rinna,Pupper,Bloodhound,0.5288189999999999,True,Bull Mastiff,0.420119,True,French Bulldog,0.00948059,True,1281,3390
1114,679503373272485890,2015-12-23 03:26:43,This is Dwight. He's a pointy pupper. Very docile. Attracts marshmallows. Hurts to pet but definitely worth it 8/10 https://t.co/jjW7zTxY9Z,8,10,Dwight,Pupper,Porcupine,0.999846,False,Meerkat,7.191479999999999e-05,False,Echidna,4.44729e-05,False,1673,3484
1131,678389028614488064,2015-12-20 01:38:42,"This is Bella. She just learned that her final grade in chem was a 92.49 
poor pupper 11/10 https://t.co/auOoKuoveM",11,10,Bella,Pupper,Miniature Pinscher,0.516284,True,Kelpie,0.227402,True,Vizsla,0.103246,True,473,2044
1145,677269281705472000,2015-12-16 23:29:14,This is the happiest pupper I've ever seen. 10/10 would trade lives with https://t.co/ep8ATEJwRb,10,10,The,Pupper,Shetland Sheepdog,0.656616,True,Collie,0.195405,True,German Shepherd,0.0131032,True,790,2164
1153,676603393314578432,2015-12-15 03:23:14,This is Godzilla pupper. He had a ruff childhood &amp; now deflects that pain outward by terrorizing cities. Tragic 9/10 https://t.co/g1tLGkyaxr,9,10,Godzilla,Pupper,Whippet,0.8770209999999999,True,Great Dane,0.0341819,True,Boxer,0.028404,True,440,1280
1164,675845657354215424,2015-12-13 01:12:15,"This is Pepper. She's not fully comfortable riding her imaginary bike yet. 10/10 don't worry pupper, it gets easier https://t.co/40dj4eTsXG",10,10,Pepper,Pupper,Pug,0.8839520000000001,True,Boston Bull,0.0110568,True,French Bulldog,0.00983981,True,1000,2477
1177,675113801096802304,2015-12-11 00:44:07,Meet Zuzu. He just graduated college. Astute pupper. Needs 2 leashes to contain him. Wasn't ready for the pic. 10/10 https://t.co/2H5SKmk0k7,10,10,Zuzu,Pupper,Bow,0.16802,False,Quill,0.108807,False,Joystick,0.0433118,False,877,2120
1182,675006312288268288,2015-12-10 17:37:00,Say hello to Mollie. This pic was taken after she bet all her toys on Ronda Rousey. 10/10 hang in there pupper https://t.co/QMmAqA9VqO,10,10,Mollie,Pupper,Boxer,0.654697,True,Space Heater,0.043388800000000005,False,Beagle,0.0428476,True,252,1057
1186,674774481756377088,2015-12-10 02:15:47,This is Superpup. His head isn't proportional to his body. Has yet to serve any justice. 11/10 maybe one day pupper https://t.co/gxIFgg8ktm,11,10,Superpup,Pupper,Chihuahua,0.407016,True,French Bulldog,0.30997800000000003,True,Siamese Cat,0.227677,False,532,1213
1188,674737130913071104,2015-12-09 23:47:22,Meet Rufio. He is unaware of the pink legless pupper wrapped around him. Might want to get that checked 10/10 &amp; 4/10 https://t.co/KNfLnYPmYh,10,10,Rufio,Pupper,Pomeranian,0.948537,True,Schipperke,0.0143099,True,Chihuahua,0.00812024,True,103,693
1199,674318007229923329,2015-12-08 20:01:55,This is Lennon. He's in quite the predicament. 8/10 hang in there pupper https://t.co/7mf8XXPAZv,8,10,Lennon,Pupper,Porcupine,0.846628,False,Hamster,0.0381361,False,Echidna,0.0146804,False,570,1516
1203,674262580978937856,2015-12-08 16:21:41,This is Gus. He's super stoked about being an elephant. Couldn't be happier. 9/10 for elephant pupper https://t.co/gJS1qU0jP7,9,10,Gus,Pupper,Greater Swiss Mountain Dog,0.519428,True,Boxer,0.1215,True,Staffordshire Bullterrier,0.114498,True,498,1391
1210,674038233588723717,2015-12-08 01:30:12,This is Kaiya. She's an aspiring shoe model. 12/10 follow your dreams pupper https://t.co/nX8FiGRHvk,12,10,Kaiya,Pupper,Eskimo Dog,0.358459,True,Norwegian Elkhound,0.206963,True,Malamute,0.14823599999999998,True,456,1176
1214,673956914389192708,2015-12-07 20:07:04,This is one esteemed pupper. Just graduated college. 10/10 what a champ https://t.co/nyReCVRiyd,10,10,One,Pupper,Pug,0.5861609999999999,True,Brabancon Griffon,0.0827437,True,Chihuahua,0.0458777,True,1069,2091
1215,673919437611909120,2015-12-07 17:38:09,This is Obie. He is on guard watching for evildoers from the comfort of his pumpkin. Very brave pupper. 11/10 https://t.co/cdwPTsGEAb,11,10,Obie,Pupper,Jack-O'-Lantern,0.172079,False,Schipperke,0.115984,True,Miniature Pinscher,0.052175,True,401,1251
1218,673707060090052608,2015-12-07 03:34:14,This is Raymond. He's absolutely terrified of floating tennis ball. 10/10 it'll be ok pupper https://t.co/QyH1CaY3SM,10,10,Raymond,Pupper,German Short-Haired Pointer,0.935771,True,Kelpie,0.022561,True,Labrador Retriever,0.00884665,True,434,1177
1220,673697980713705472,2015-12-07 02:58:09,This is Pickles. She's a tiny pointy pupper. Average walker. Very skeptical of wet leaf. 8/10 https://t.co/lepRCaGcgw,8,10,Pickles,Pupper,Porcupine,0.151876,False,Hen,0.11138,False,Doormat,0.0589337,False,2165,4067
1225,673656262056419329,2015-12-07 00:12:23,This is Albert AKA King Banana Peel. He's a kind ruler of the kitchen. Very jubilant pupper. 10/10 overall great dog https://t.co/PN8hxgZ9We,10,10,Albert,Pupper,Bull Mastiff,0.700625,True,Rhodesian Ridgeback,0.0946977,True,Brabancon Griffon,0.0575594,True,265,769
1227,673612854080196609,2015-12-06 21:19:54,This is Jeffri. He's a speckled ice pupper. Very lazy. Enjoys the occasional swim. Rather majestic really. 7/10 https://t.co/0iyItbtkr8,7,10,Jeffri,Pupper,Newfoundland,0.223101,True,Leonberg,0.111106,True,Shovel,0.0856263,False,802,1691
1233,673342308415348736,2015-12-06 03:24:51,This is Django. He's a skilled assassin pupper. 10/10 https://t.co/w0YTuiRd1a,10,10,Django,Pupper,Ski Mask,0.981017,False,Chihuahua,0.013559200000000002,True,Kelpie,0.00065218,True,649,1362
1235,673295268553605120,2015-12-06 00:17:55,Meet Eve. She's a raging alcoholic 8/10 (would b 11/10 but pupper alcoholism is a tragic issue that I can't condone) https://t.co/U36HYQIijg,8,10,Eve,Pupper,Golden Retriever,0.889241,True,Labrador Retriever,0.06468330000000001,True,Great Pyrenees,0.0126126,True,3484,8046
1238,673148804208660480,2015-12-05 14:35:56,This is Fletcher. He's had a ruff night. No more Fireball for Fletcher. 8/10 it'll be over soon pupper https://t.co/tA4WpkI2cw,8,10,Fletcher,Pupper,Tub,0.8730100000000001,False,Bathtub,0.0914341,False,Toilet Seat,0.0254563,False,688,1822
